运行模式,场景编号,日产氨量(吨),自发自用率裕度,绿电比例裕度,2030绿电比例裕度,上网比例裕度,最小政策裕度,违规程度
离散开停机,W2P4,36,0.17161535564656594,-0.06530032932416951,-0.1153003293241695,-0.02838464435343402,-0.06530032932416951,0.09368497367760353
离散开停机,W3P1,72,0.23816377234772812,0.31934268301915364,0.26934268301915365,0.03816377234772811,0.03816377234772811,0.0
离散开停机,W3P1,63,0.19520209005686184,0.3660719572633068,0.31607195726330684,-0.004797909943138168,-0.004797909943138168,0.004797909943138168
离散开停机,W3P1,54,0.14007940166999633,0.41545040360520963,0.36545040360520964,-0.05992059833000363,-0.05992059833000363,0.05992059833000363
离散开停机,W3P1,45,-0.011026842887147281,0.373126957641755,0.32312695764175503,-0.21102684288714724,-0.21102684288714724,0.22205368577429452
离散开停机,W3P1,36,-0.17047051892833365,0.30028959049255416,0.25028959049255417,-0.37047051892833366,-0.37047051892833366,0.5409410378566673
离散开停机,W3P2,72,0.39286512981542465,0.1907199636611402,0.1407199636611402,0.19286512981542467,0.1907199636611402,0.0
离散开停机,W3P2,63,0.34456498429960936,0.2291963270472635,0.17919632704726352,0.1445649842996094,0.1445649842996094,0.0
离散开停机,W3P2,54,0.302243624109673,0.283399940573466,0.23339994057346602,0.10224362410967296,0.10224362410967296,0.0
离散开停机,W3P2,45,0.1758091445201807,0.2930587512075172,0.2430587512075172,-0.02419085547981928,-0.02419085547981928,0.02419085547981928
离散开停机,W3P2,36,0.00048173393581985025,0.2613180126002291,0.2113180126002291,-0.19951826606418016,-0.19951826606418016,0.19951826606418016
离散开停机,W3P3,72,0.4,0.03738360208948455,-0.012616397910515442,0.2,0.03738360208948455,0.0
离散开停机,W3P3,63,0.3346286323347919,0.05744116195747789,0.007441161957477904,0.1346286323347919,0.05744116195747789,0.0
离散开停机,W3P3,54,0.20061707618085944,0.05338483632942115,0.003384836329421159,0.0006170761808594327,0.0006170761808594327,0.0
离散开停机,W3P3,45,0.11830472343767529,0.07482802025701829,0.0248280202570183,-0.08169527656232467,-0.08169527656232467,0.08169527656232467
离散开停机,W3P3,36,-0.0013693481431616972,0.08198704180985106,0.03198704180985107,-0.2013693481431617,-0.2013693481431617,0.2027386962863234
离散开停机,W3P4,72,0.4,-0.023786812022106085,-0.07378681202210607,0.2,-0.023786812022106085,0.023786812022106085
离散开停机,W3P4,63,0.3426757571604768,-0.0048462809208126845,-0.05484628092081267,0.14267575716047692,-0.0048462809208126845,0.0048462809208126845
离散开停机,W3P4,54,0.24835480334383997,0.006563908285049269,-0.04343609171495072,0.04835480334383993,0.006563908285049269,0.0
离散开停机,W3P4,45,0.13731602028230783,0.014990486226983957,-0.03500951377301603,-0.06268397971769218,-0.06268397971769218,0.06268397971769218
离散开停机,W3P4,36,0.07115801014115386,0.05061855670103088,0.0006185567010308923,-0.12884198985884615,-0.12884198985884615,0.12884198985884615
离散开停机,W4P1,72,0.20191441903745366,0.36547240517828766,0.3154724051782877,0.0019144190374536518,0.0019144190374536518,0.0
离散开停机,W4P1,63,0.18158198429966566,0.4352212996932054,0.3852212996932054,-0.018418015700334356,-0.018418015700334356,0.018418015700334356
离散开停机,W4P1,54,0.10560938006030163,0.466064725399891,0.41606472539989103,-0.09439061993969833,-0.09439061993969833,0.09439061993969833
离散开停机,W4P1,45,-0.036364154704398466,0.42343578935042886,0.37343578935042887,-0.23636415470439853,-0.23636415470439853,0.272728309408797
离散开停机,W4P1,36,-0.17833768946909878,0.36180877720504007,0.3118087772050401,-0.3783376894690988,-0.3783376894690988,0.5566753789381975
离散开停机,W4P2,72,0.38424843619615645,0.27595559845559864,0.22595559845559865,0.1842484361961563,0.1842484361961563,0.0
离散开停机,W4P2,63,0.33547101707085136,0.32052047799875566,0.27052047799875567,0.13547101707085146,0.13547101707085146,0.0
离散开停机,W4P2,54,0.27399654572387777,0.36910315455851034,0.31910315455851035,0.07399654572387784,0.07399654572387784,0.0
离散开停机,W4P2,45,0.13754940455783327,0.3675360791545916,0.3175360791545916,-0.062450595442166745,-0.062450595442166745,0.062450595442166745
离散开停机,W4P2,36,-0.024795427935649483,0.33660831901489124,0.28660831901489126,-0.22479542793564955,-0.22479542793564955,0.24959085587129903
离散开停机,W4P3,72,0.4,0.12831024301612548,0.07831024301612549,0.2,0.12831024301612548,0.0
离散开停机,W4P3,63,0.34078708981803074,0.15676342494261014,0.10676342494261015,0.14078708981803076,0.14078708981803076,0.0
离散开停机,W4P3,54,0.2681942713718837,0.18649061555984753,0.13649061555984754,0.06819427137188361,0.06819427137188361,0.0
离散开停机,W4P3,45,0.160881035077021,0.2040511109159568,0.1540511109159568,-0.039118964922979005,-0.039118964922979005,0.039118964922979005
离散开停机,W4P3,36,0.03219414764341466,0.21212342497136322,0.16212342497136323,-0.16780585235658535,-0.16780585235658535,0.16780585235658535
离散开停机,W4P4,72,0.4,0.06713982890453485,0.01713982890453486,0.2,0.06713982890453485,0.0
离散开停机,W4P4,63,0.3565531853470941,0.09809079401857934,0.04809079401857935,0.15655318534709406,0.09809079401857934,0.0
离散开停机,W4P4,54,0.27229175902918834,0.11897910166889514,0.06897910166889515,0.0722917590291883,0.0722917590291883,0.0
离散开停机,W4P4,45,0.17906145931065764,0.14238722519832553,0.09238722519832554,-0.02093854068934231,-0.02093854068934231,0.02093854068934231
离散开停机,W4P4,36,0.09793485993545792,0.1846320160366552,0.1346320160366552,-0.10206514006454204,-0.10206514006454204,0.10206514006454204
离散开停机,W5P1,72,0.20639452295526117,0.32530831251419506,0.2753083125141951,0.006394522955261078,0.006394522955261078,0.0
离散开停机,W5P1,63,0.16506992750970206,0.3724953337195083,0.32249533371950834,-0.034930072490297975,-0.034930072490297975,0.034930072490297975
离散开停机,W5P1,54,0.11431939664640844,0.4246664685782204,0.3746664685782204,-0.08568060335359151,-0.08568060335359151,0.08568060335359151
离散开停机,W5P1,45,-0.025850235532449695,0.38860659816750104,0.33860659816750105,-0.2258502355324497,-0.2258502355324497,0.2517004710648994
离散开停机,W5P1,36,-0.17778697127236331,0.3192185710194732,0.2692185710194732,-0.3777869712723633,-0.3777869712723633,0.5555739425447266
离散开停机,W5P2,72,0.38243697179331737,0.22143387084563554,0.17143387084563555,0.18243697179331742,0.18243697179331742,0.0
离散开停机,W5P2,63,0.33689583853368044,0.26367316727811024,0.21367316727811025,0.13689583853368031,0.13689583853368031,0.0
离散开停机,W5P2,54,0.29857682844203526,0.3239486455702469,0.2739486455702469,0.09857682844203534,0.09857682844203534,0.0
离散开停机,W5P2,45,0.16599079984309806,0.3288071192295306,0.2788071192295306,-0.034009200156901925,-0.034009200156901925,0.034009200156901925
离散开停机,W5P2,36,-0.020465356773526455,0.28175436712485663,0.23175436712485664,-0.22046535677352647,-0.22046535677352647,0.24093071354705292
离散开停机,W5P3,72,0.4,0.07389280036338869,0.0238928003633887,0.2,0.07389280036338869,0.0
离散开停机,W5P3,63,0.3402120982029866,0.09848726695415244,0.04848726695415245,0.14021209820298655,0.09848726695415244,0.0
离散开停机,W5P3,54,0.23809668438370035,0.10995889664735303,0.059958896647353044,0.03809668438370031,0.03809668438370031,0.0
离散开停机,W5P3,45,0.1447643634522906,0.13069055355522385,0.08069055355522387,-0.05523563654770941,-0.05523563654770941,0.05523563654770941
离散开停机,W5P3,36,0.0025355606175652134,0.1260842640320734,0.07608426403207341,-0.19746443938243485,-0.19746443938243485,0.19746443938243485
离散开停机,W5P4,72,0.4,0.012722386251798001,-0.03727761374820199,0.2,0.012722386251798001,0.0
离散开停机,W5P4,63,0.33239060703262124,0.03052047799875557,-0.01947952200124442,0.13239060703262118,0.03052047799875557,0.0
离散开停机,W5P4,54,0.2315318041517883,0.04020205021542106,-0.00979794978457893,0.031531804151788384,0.031531804151788384,0.0
离散开停机,W5P4,45,0.11942625431217091,0.047972249055940885,-0.0020277509440591035,-0.08057374568782916,-0.08057374568782916,0.08057374568782916
离散开停机,W5P4,36,0.06645221812019608,0.0941791953035509,0.04417919530355091,-0.13354778187980398,-0.13354778187980398,0.13354778187980398
离散开停机,W6P1,72,0.27310523080362137,0.2913901506548567,0.2413901506548567,0.07310523080362133,0.07310523080362133,0.0
离散开停机,W6P1,63,0.22815412987593608,0.3358580592563987,0.28585805925639873,0.028154129875936046,0.028154129875936046,0.0
离散开停机,W6P1,54,0.1688185984128755,0.3812875749021936,0.3312875749021936,-0.031181401587124513,-0.031181401587124513,0.031181401587124513
离散开停机,W6P1,45,0.014778417346596684,0.34405872193436954,0.29405872193436955,-0.18522158265340338,-0.18522158265340338,0.18522158265340338
离散开停机,W6P1,36,-0.1591625684587013,0.2647440578465062,0.2147440578465062,-0.35916256845870137,-0.35916256845870137,0.5183251369174027
离散开停机,W6P2,72,0.4,0.13265955030660925,0.08265955030660926,0.2,0.13265955030660925,0.0
离散开停机,W6P2,63,0.34782545931758535,0.16485357533629408,0.11485357533629409,0.1478254593175853,0.1478254593175853,0.0
离散开停机,W6P2,54,0.2974063867016623,0.20796587926509197,0.15796587926509198,0.09740638670166231,0.09740638670166231,0.0
离散开停机,W6P2,45,0.16991251093613302,0.21521325488129744,0.16521325488129746,-0.030087489063867073,-0.030087489063867073,0.030087489063867073
离散开停机,W6P2,36,0.0030402449693787137,0.19346721076746842,0.14346721076746843,-0.19695975503062124,-0.19695975503062124,0.19695975503062124
离散开停机,W6P3,72,0.4,-0.024203194791430016,-0.07420319479143,0.2,-0.024203194791430016,0.024203194791430016
离散开停机,W6P3,63,0.3247385396651111,-0.010898929437257343,-0.06089892943725733,0.12473853966511114,-0.010898929437257343,0.010898929437257343
离散开停机,W6P3,54,0.19914905297831453,-0.011652552864854171,-0.06165255286485416,-0.0008509470216855053,-0.011652552864854171,0.012503499886539676
离散开停机,W6P3,45,0.05972275597035415,-0.01858317964930767,-0.06858317964930766,-0.14027724402964586,-0.14027724402964586,0.15886042367895353
离散开停机,W6P3,36,-0.01798723579467465,0.003589991408934734,-0.046410008591065255,-0.21798723579467466,-0.21798723579467466,0.2359744715893493
离散开停机,W6P4,72,0.4,-0.08537360890302059,-0.13537360890302058,0.2,-0.08537360890302059,0.08537360890302059
离散开停机,W6P4,63,0.35444532627865966,-0.067792795692004,-0.11779279569200399,0.15444532627865962,-0.067792795692004,0.067792795692004
离散开停机,W6P4,54,0.25477954144620807,-0.059986133808745595,-0.10998613380874558,0.05477954144620811,-0.059986133808745595,0.059986133808745595
离散开停机,W6P4,45,0.1582433862433863,-0.048295424607007975,-0.09829542460700796,-0.041756613756613714,-0.048295424607007975,0.09005203836362169
离散开停机,W6P4,36,0.10973368606701939,-0.01189934135166093,-0.06189934135166092,-0.09026631393298062,-0.09026631393298062,0.10216565528464155
连续调节,W1P1,72,0.2223544299809389,0.2928155045802104,0.2428155045802104,0.02235442998093895,0.02235442998093895,0.0
连续调节,W1P1,63,0.2223544299809389,0.371987299135397,0.32198729913539703,0.02235442998093895,0.02235442998093895,0.0
连续调节,W1P1,54,0.14668768805036725,0.40420417966622085,0.35420417966622086,-0.05331231194963271,-0.05331231194963271,0.05331231194963271
连续调节,W1P1,45,-0.01674875683282473,0.35030268434764794,0.30030268434764795,-0.21674875683282468,-0.21674875683282468,0.23349751366564941
连续调节,W1P1,36,-0.18018520171601693,0.27237936712485683,0.22237936712485684,-0.38018520171601694,-0.38018520171601694,0.5603704034320338
连续调节,W1P2,72,0.38519447381181393,0.1691439548792491,0.11914395487924911,0.1851944738118139,0.1691439548792491,0.0
连续调节,W1P2,63,0.38519447381181393,0.23179914612430547,0.18179914612430548,0.1851944738118139,0.1851944738118139,0.0
连续调节,W1P2,54,0.38519447381181393,0.3137693755261724,0.2637693755261724,0.1851944738118139,0.1851944738118139,0.0
连续调节,W1P2,45,0.25496100984888825,0.32969438833757786,0.27969438833757787,0.05496100984888824,0.05496100984888824,0.0
连续调节,W1P2,36,0.007546442397119213,0.2471789089347078,0.1971789089347078,-0.1924535576028808,-0.1924535576028808,0.1924535576028808
连续调节,W1P3,72,0.4,0.019331516390339976,-0.030668483609660013,0.2,0.019331516390339976,0.0
连续调节,W1P3,63,0.4,0.06197893201175686,0.011978932011756871,0.2,0.06197893201175686,0.0
连续调节,W1P3,54,0.4,0.1177734858614371,0.06777348586143711,0.2,0.1177734858614371,0.0
连续调节,W1P3,45,0.4,0.19390240332542952,0.14390240332542953,0.2,0.19390240332542952,0.0
连续调节,W1P3,36,0.3059867711383222,0.2471789089347078,0.1971789089347078,0.10598677113832217,0.10598677113832217,0.0
连续调节,W1P4,72,0.4,-0.0418388977212506,-0.09183889772125059,0.2,-0.0418388977212506,0.0418388977212506
连续调节,W1P4,63,0.4,-0.007360923387183305,-0.057360923387183294,0.2,-0.007360923387183305,0.007360923387183305
连续调节,W1P4,54,0.4,0.037745753478928334,-0.012254246521071654,0.2,0.037745753478928334,0.0
连续调节,W1P4,45,0.4,0.0992915898246538,0.049291589824653814,0.2,0.0992915898246538,0.0
连续调节,W1P4,36,0.4,0.18826603665521197,0.13826603665521198,0.2,0.18826603665521197,0.0
连续调节,W2P1,72,0.26399839733861086,0.2387349534408359,0.1887349534408359,0.06399839733861082,0.06399839733861082,0.0
连续调节,W2P1,63,0.26399839733861086,0.31068417326382186,0.2606841732638219,0.06399839733861082,0.06399839733861082,0.0
连续调节,W2P1,54,0.20601696149970272,0.35751473282820795,0.30751473282820796,0.006016961499702711,0.006016961499702711,0.0
连续调节,W2P1,45,0.01706682612338084,0.29510523696613106,0.24510523696613107,-0.18293317387661912,-0.18293317387661912,0.18293317387661912
连续调节,W2P1,36,-0.1718833092529412,0.20488223081328755,0.15488223081328756,-0.37188330925294116,-0.37188330925294116,0.5437666185058824
连续调节,W2P2,72,0.4,0.07885532591414957,0.028855325914149577,0.2,0.07885532591414957,0.0
连续调节,W2P2,63,0.4,0.12945227521400532,0.07945227521400533,0.2,0.12945227521400532,0.0
连续调节,W2P2,54,0.4,0.19564700638835247,0.14564700638835248,0.2,0.19564700638835247,0.0
连续调节,W2P2,45,0.3804263333533161,0.2744969409560611,0.2244969409560611,0.1804263333533161,0.1804263333533161,0.0
连续调节,W2P2,36,0.06944377835061832,0.17968177262313867,0.12968177262313868,-0.1305562216493817,-0.1305562216493817,0.1305562216493817
连续调节,W2P3,72,0.4,-0.0780074191838897,-0.1280074191838897,0.2,-0.0780074191838897,0.0780074191838897
连续调节,W2P3,63,0.4,-0.048359829224861095,-0.09835982922486108,0.2,-0.048359829224861095,0.048359829224861095
连续调节,W2P3,54,0.4,-0.0095726241766948,-0.05957262417669479,0.2,-0.0095726241766948,0.0095726241766948
连续调节,W2P3,45,0.4,0.04335060449050099,-0.006649395509499001,0.2,0.04335060449050099,0.0
连续调节,W2P3,36,0.4,0.11985967926689578,0.06985967926689579,0.2,0.11985967926689578,0.0
连续调节,W2P4,72,0.4,-0.1391778332954803,-0.1891778332954803,0.2,-0.1391778332954803,0.1391778332954803
连续调节,W2P4,63,0.4,-0.1176996846238012,-0.1676996846238012,0.2,-0.1176996846238012,0.1176996846238012
连续调节,W2P4,54,0.4,-0.08960035655920365,-0.13960035655920364,0.2,-0.08960035655920365,0.08960035655920365
连续调节,W2P4,45,0.4,-0.05126020901027481,-0.1012602090102748,0.2,-0.05126020901027481,0.05126020901027481
连续调节,W2P4,36,0.4,0.004166666666666707,-0.04583333333333328,0.2,0.004166666666666707,0.0
连续调节,W3P1,72,0.23816377234772812,0.31934268301915364,0.26934268301915365,0.03816377234772811,0.03816377234772811,0.0
连续调节,W3P1,63,0.23816377234772812,0.4020572397073651,0.35205723970736513,0.03816377234772811,0.03816377234772811,0.0
连续调节,W3P1,54,0.1484168331540393,0.4235103748823849,0.3735103748823849,-0.05158316684596076,-0.05158316684596076,0.05158316684596076
连续调节,W3P1,45,-0.01102684288714717,0.37312695764175524,0.32312695764175525,-0.21102684288714718,-0.21102684288714718,0.22205368577429435
连续调节,W3P1,36,-0.17047051892833365,0.3002895904925544,0.2502895904925544,-0.37047051892833366,-0.37047051892833366,0.5409410378566673
连续调节,W3P2,72,0.39286512981542465,0.1907199636611402,0.1407199636611402,0.19286512981542467,0.1907199636611402,0.0
连续调节,W3P2,63,0.39286512981542465,0.2562566776082898,0.2062566776082898,0.19286512981542467,0.19286512981542467,0.0
连续调节,W3P2,54,0.39286512981542465,0.34199673154063287,0.2919967315406329,0.19286512981542467,0.19286512981542467,0.0
连续调节,W3P2,45,0.25359156008271444,0.3525186616316854,0.3025186616316854,0.05359156008271443,0.05359156008271443,0.0
连续调节,W3P2,36,0.01521367848663524,0.27508913230240545,0.22508913230240546,-0.18478632151336472,-0.18478632151336472,0.18478632151336472
连续调节,W3P3,72,0.4,0.03738360208948455,-0.012616397910515442,0.2,0.03738360208948455,0.0
连续调节,W3P3,63,0.4,0.08244191285318919,0.0324419128531892,0.2,0.08244191285318919,0.0
连续调节,W3P3,54,0.4,0.1413905808943694,0.09139058089436941,0.2,0.1413905808943694,0.0
连续调节,W3P3,45,0.4,0.22182313164134554,0.17182313164134555,0.2,0.2,0.0
连续调节,W3P3,36,0.3012504207337596,0.27508913230240556,0.22508913230240557,0.10125042073375971,0.10125042073375971,0.0
连续调节,W3P4,72,0.4,-0.023786812022106085,-0.07378681202210607,0.2,-0.023786812022106085,0.023786812022106085
连续调节,W3P4,63,0.4,0.013102057454248972,-0.03689794254575102,0.2,0.013102057454248972,0.0
连续调节,W3P4,54,0.4,0.06136284851186058,0.01136284851186059,0.2,0.06136284851186058,0.0
连续调节,W3P4,45,0.4,0.1272123181405697,0.07721231814056972,0.2,0.1272123181405697,0.0
连续调节,W3P4,36,0.4,0.22240836197021757,0.17240836197021758,0.2,0.2,0.0
连续调节,W4P1,72,0.20191441903745366,0.36547240517828766,0.3154724051782877,0.0019144190374536518,0.0019144190374536518,0.0
连续调节,W4P1,63,0.20191441903745377,0.454347686168501,0.40434768616850103,0.0019144190374537073,0.0019144190374537073,0.0
连续调节,W4P1,54,0.10496599477263724,0.465366216015451,0.415366216015451,-0.09503400522736283,-0.09503400522736283,0.09503400522736283
连续调节,W4P1,45,-0.037007539992062966,0.42260999385263903,0.37260999385263904,-0.23700753999206303,-0.23700753999206303,0.274015079984126
连续调节,W4P1,36,-0.17898107475676328,0.3607989690721651,0.3107989690721651,-0.3789810747567633,-0.3789810747567633,0.5579621495135265
连续调节,W4P2,72,0.38424843619615645,0.27595559845559864,0.22595559845559865,0.1842484361961563,0.1842484361961563,0.0
连续调节,W4P2,63,0.38424843619615645,0.35287571603269624,0.30287571603269625,0.1842484361961563,0.1842484361961563,0.0
连续调节,W4P2,54,0.37696761130984346,0.44793443272421146,0.3979344327242115,0.17696761130984343,0.17696761130984343,0.0
连续调节,W4P2,45,0.17562988789774314,0.40200169784256906,0.3520016978425691,-0.02437011210225687,-0.02437011210225687,0.02437011210225687
连续调节,W4P2,36,-0.02570783551435729,0.33559851088201603,0.28559851088201604,-0.22570783551435736,-0.22570783551435736,0.25141567102871465
连续调节,W4P3,72,0.4,0.12831024301612548,0.07831024301612549,0.2,0.12831024301612548,0.0
连续调节,W4P3,63,0.4,0.18551200360429948,0.1355120036042995,0.2,0.18551200360429948,0.0
连续调节,W4P3,54,0.4,0.26034764522359227,0.21034764522359228,0.2,0.2,0.0
连续调节,W4P3,45,0.4,0.36245718802142796,0.31245718802142797,0.2,0.2,0.0
连续调节,W4P3,36,0.18461878374914942,0.33559851088201614,0.28559851088201615,-0.015381216250850566,-0.015381216250850566,0.015381216250850566
连续调节,W4P4,72,0.4,0.06713982890453485,0.01713982890453486,0.2,0.06713982890453485,0.0
连续调节,W4P4,63,0.4,0.11617214820535926,0.06617214820535927,0.2,0.11617214820535926,0.0
连续调节,W4P4,54,0.4,0.18031991284108356,0.13031991284108357,0.2,0.18031991284108356,0.0
连续调节,W4P4,45,0.4,0.26784637452065224,0.21784637452065225,0.2,0.2,0.0
连续调节,W4P4,36,0.31534678475322453,0.33559851088201603,0.28559851088201604,0.11534678475322455,0.11534678475322455,0.0
连续调节,W5P1,72,0.20639452295526117,0.32530831251419506,0.2753083125141951,0.006394522955261078,0.006394522955261078,0.0
连续调节,W5P1,63,0.20639452295526117,0.40881959194181655,0.35881959194181656,0.0063945229552610505,0.0063945229552610505,0.0
连续调节,W5P1,54,0.12608650020746381,0.4366040211954639,0.3866040211954639,-0.0739134997925362,-0.0739134997925362,0.0739134997925362
连续调节,W5P1,45,-0.025850235532449695,0.38860659816750104,0.33860659816750105,-0.2258502355324497,-0.2258502355324497,0.2517004710648994
连续调节,W5P1,36,-0.17778697127236315,0.31921857101947343,0.26921857101947344,-0.3777869712723632,-0.3777869712723632,0.5555739425447264
连续调节,W5P2,72,0.38243697179331737,0.22143387084563554,0.17143387084563555,0.18243697179331742,0.18243697179331742,0.0
连续调节,W5P2,63,0.38243697179331737,0.29107249361738635,0.24107249361738636,0.18243697179331742,0.18243697179331742,0.0
连续调节,W5P2,54,0.38243697179331737,0.38217897291140485,0.33217897291140486,0.18243697179331742,0.18243697179331742,0.0
连续调节,W5P2,45,0.21373212566415845,0.36799830215743096,0.31799830215743097,0.013732125664158379,0.013732125664158379,0.0
连续调节,W5P2,36,-0.008248404236351425,0.29401811282932394,0.24401811282932395,-0.20824840423635144,-0.20824840423635144,0.21649680847270286
连续调节,W5P3,72,0.4,0.07389280036338869,0.0238928003633887,0.2,0.07389280036338869,0.0
连续调节,W5P3,63,0.4,0.12382699362811356,0.07382699362811357,0.2,0.12382699362811356,0.0
连续调节,W5P3,54,0.4,0.18915465755459804,0.13915465755459805,0.2,0.18915465755459804,0.0
连续调节,W5P3,45,0.4,0.2782910336348468,0.22829103363484682,0.2,0.2,0.0
连续调节,W5P3,36,0.2400146798278916,0.2940181128293243,0.24401811282932429,0.040014679827891586,0.040014679827891586,0.0
连续调节,W5P4,72,0.4,0.012722386251798001,-0.03727761374820199,0.2,0.012722386251798001,0.0
连续调节,W5P4,63,0.4,0.05448713822917328,0.004487138229173293,0.2,0.05448713822917328,0.0
连续调节,W5P4,54,0.4,0.10912692517208922,0.05912692517208923,0.2,0.10912692517208922,0.0
连续调节,W5P4,45,0.4,0.18368022013407087,0.13368022013407088,0.2,0.18368022013407087,0.0
连续调节,W5P4,36,0.4,0.2914590492554408,0.24145904925544082,0.2,0.2,0.0
连续调节,W6P1,72,0.27310523080362137,0.2913901506548567,0.2413901506548567,0.07310523080362133,0.07310523080362133,0.0
连续调节,W6P1,63,0.27310523080362137,0.3703715861062839,0.3203715861062839,0.07310523080362133,0.07310523080362133,0.0
